"Station Name","WRIGLEY A"
"Province","NORTHWEST TERRITORIES"
"Latitude","63.21"
"Longitude","-123.44"
"Elevation","149.70"
"Climate Identifier","2204000"
"WMO Identifier",""
"TC Identifier","YWY"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2010-04-24","2010","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-04-25","2010","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-04-26","2010","04","26","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-04-27","2010","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-04-28","2010","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-04-29","2010","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-04-30","2010","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-01","2010","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-02","2010","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-03","2010","05","03","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-04","2010","05","04","†","9.0","","1.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-05","2010","05","05","†","11.0","","-6.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-06","2010","05","06","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-07","2010","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-08","2010","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-09","2010","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-10","2010","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-11","2010","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-12","2010","05","12","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-13","2010","05","13","†","15.0","","4.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-14","2010","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-15","2010","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-16","2010","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-17","2010","05","17","†","18.9","","-2.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-18","2010","05","18","†","15.9","","-2.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-19","2010","05","19","†","18.0","","6.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-20","2010","05","20","†","17.0","","7.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-05-21","2010","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-22","2010","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-23","2010","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-24","2010","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-25","2010","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-26","2010","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-27","2010","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-28","2010","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-29","2010","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-30","2010","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-05-31","2010","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-01","2010","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-02","2010","06","02","†","26.9","","7.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-03","2010","06","03","†","27.0","","8.8","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-04","2010","06","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-05","2010","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-06","2010","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-07","2010","06","07","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-08","2010","06","08","†","22.0","","8.8","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-09","2010","06","09","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-10","2010","06","10","†","25.1","","5.9","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-11","2010","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-12","2010","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-13","2010","06","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-14","2010","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-15","2010","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-16","2010","06","16","†","27.0","","16.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-17","2010","06","17","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-18","2010","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-19","2010","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-20","2010","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-21","2010","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-22","2010","06","22","†","20.0","","7.5","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2010-06-23","2010","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-24","2010","06","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-25","2010","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-26","2010","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-27","2010","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-28","2010","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-29","2010","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-06-30","2010","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-01","2010","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-02","2010","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-03","2010","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-04","2010","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-05","2010","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-06","2010","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-07","2010","07","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-08","2010","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-09","2010","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-10","2010","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-11","2010","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-12","2010","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-13","2010","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-14","2010","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-15","2010","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-16","2010","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-17","2010","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-18","2010","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-19","2010","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-20","2010","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-21","2010","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-22","2010","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-23","2010","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-24","2010","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-25","2010","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-26","2010","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-27","2010","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-28","2010","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-29","2010","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-30","2010","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-07-31","2010","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-01","2010","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-02","2010","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-03","2010","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-04","2010","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-05","2010","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-06","2010","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-07","2010","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-08","2010","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-09","2010","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-10","2010","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-11","2010","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-12","2010","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-13","2010","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-14","2010","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-15","2010","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-16","2010","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-17","2010","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-18","2010","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-19","2010","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-20","2010","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-21","2010","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-22","2010","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-23","2010","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-24","2010","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-25","2010","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-26","2010","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-27","2010","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-28","2010","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-29","2010","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-30","2010","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-08-31","2010","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-01","2010","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-02","2010","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-03","2010","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-04","2010","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-05","2010","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-06","2010","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-07","2010","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-08","2010","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-09","2010","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-10","2010","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-11","2010","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-12","2010","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-13","2010","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-14","2010","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-15","2010","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-16","2010","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-17","2010","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-18","2010","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-19","2010","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-20","2010","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-21","2010","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-22","2010","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-23","2010","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-24","2010","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-25","2010","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-26","2010","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-27","2010","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-28","2010","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-29","2010","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-09-30","2010","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-01","2010","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-02","2010","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-03","2010","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-04","2010","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-05","2010","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-06","2010","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-07","2010","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-08","2010","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-09","2010","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-10","2010","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-11","2010","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-12","2010","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-13","2010","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-14","2010","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-15","2010","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-16","2010","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-17","2010","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-18","2010","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-19","2010","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-20","2010","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-21","2010","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-22","2010","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-23","2010","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-24","2010","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-25","2010","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-26","2010","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-27","2010","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-28","2010","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-29","2010","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-30","2010","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-10-31","2010","10","31","","","","","","","","","","","","","","","","","","","","","","",""
